id,model,brand,images,jato
58708761,Berlina,RENAULT,"['https://a.ccdn.es/cnet/2024/09/13/58708761/1958706748_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706759_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706796_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706811_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706817_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706824_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706831_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706836_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706841_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706846_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706851_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706856_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706875_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706884_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706889_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706893_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706898_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706903_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706907_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706914_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706919_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706924_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706938_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706943_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706948_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706953_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706957_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958706962_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958707024_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958707065_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958707081_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958707115_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958707125_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958707148_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958707156_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958707160_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958707167_g.jpg', 'https://a.ccdn.es/cnet/2024/09/13/58708761/1958707181_g.jpg']",M2
58636238,Berlina,MINI,"['https://a.ccdn.es/cnet/vehicles/14099336/983d245c-43e3-4a11-b097-9aab67219375.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/930b085b-049b-41ee-b0ac-8c755d537f42.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/861ec0c7-6a67-4181-bd05-0767da68b15a.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/2698dc4c-f858-42c4-8f74-7fdf29d1a075.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/63c4f4b0-d6e1-49b2-a516-15813e0e2a54.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/0f01e7bb-6a41-4680-9c0f-3cd40a479223.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/db623a7f-40fd-4b6e-bdd1-fffcfab321ed.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/0ed00a88-6c6d-4322-80c7-c8b788770bc6.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/0857d05f-76e6-4f67-ab1f-0570ce1f264b.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/c69f2bde-2bd5-4c9f-a5a4-318a7978ba78.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/22ccae8b-3eb6-4a18-a324-24b1b05d95ff.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/bd8597d6-c48f-4606-b7de-aca63dc4ed04.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/81f65306-8931-4060-842f-7643f2c770a6.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/d1bcb3fa-d5de-4bb8-85de-c96a6cf5b59a.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/7ffaa556-5d76-4b66-9d38-1487f74b2f38.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/63064b89-640a-40fc-8f68-4308397e43a7.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/f2d97c63-2b32-4174-849b-f54132da934e.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/4d0acfdd-f6ec-4d20-8c11-a68eb7e9771a.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/d1ccf151-4af0-4829-b373-5d9aff711808.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/0b445e6c-130e-4379-892d-da760812278d.jpg', 'https://a.ccdn.es/cnet/vehicles/14099336/1a46eaaf-7197-408c-b633-9ec4cb901be3.jpg']",B1
